locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
629950,Eva's Catering,Truck,3081000,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),630 BRANNAN ST,3778004,3778,4,15MFF-0054,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6012488.815,2110632.864,37.77609875,-122.4002872,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0054&ExportPDF=1&Filename=15MFF-0054_schedule.pdf,,3/26/15 15:58,Mar 11 2015  3:47PM,1,3/15/16 0:00,"(37.7760987669419, -122.400287239858)"
632676,Quan Catering,Truck,3083000,BRANNAN ST: HARRIET ST to LUCERNE ST (715 - 743),722 BRANNAN ST,3779132,3779,132,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6011956.485,2110042.886,37.77444911,-122.4020872,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:39PM,1,3/15/16 0:00,"(37.7744491245615, -122.402087236053)"
626842,Two G's Catering,Truck,3088000,BRANNAN ST: 07TH ST to 08TH ST (800 - 899),840 BRANNAN ST,3780078,3780,78,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6011252.805,2109369.807,37.77256169,-122.404474,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,6/12/15 10:54,Mar  4 2015 10:22AM,1,3/15/16 0:00,"(37.772561703562, -122.404474024001)"
624186,"Off the Grid Services, LLC",Truck,3143000,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,15MFF-0011,APPROVED,everything except for hot dogs,6012853.387,2119060.762,37.79926011,-122.3996179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0011&ExportPDF=1&Filename=15MFF-0011_schedule.pdf,,2/25/15 14:33,Feb 25 2015  1:56PM,0,3/15/16 0:00,"(37.7992601272644, -122.399617948646)"
624191,"Off the Grid Services, LLC",Truck,3143000,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,15MFF-0014,APPROVED,everything except for hot dogs,6012853.387,2119060.762,37.79926011,-122.3996179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0014&ExportPDF=1&Filename=15MFF-0014_schedule.pdf,,2/25/15 14:34,Feb 25 2015  2:01PM,0,3/15/16 0:00,"(37.7992601272644, -122.399617948646)"
635747,M M Catering,Truck,3144000,BROADWAY: FRONT ST to BATTERY ST (100 - 199),100 BROADWAY,0141003B,141,003B,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012663.956,2118920.369,37.79886407,-122.4002636,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,,3/27/15 11:38,Mar 26 2015  3:00PM,1,3/15/16 0:00,"(37.7988640807119, -122.400263583771)"
631775,Mike's Catering,Truck,3145000,BROADWAY: BATTERY ST to SANSOME ST (200 - 299),250 BROADWAY,142002,142,2,15MFF-0065,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6012219.674,2118889.65,37.79875494,-122.4017988,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0065&ExportPDF=1&Filename=15MFF-0065_schedule.pdf,,3/26/15 13:44,Mar 13 2015  1:41PM,1,3/15/16 0:00,"(37.7987549501636, -122.401798793844)"
631779,Mike's Catering,Truck,3157000,BROADWAY: POWELL ST \ ROBERT C LEVY TUNL to MASON ST (800 - 898) -- NORTH --,860 BROADWAY,148009,148,9,15MFF-0065,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6009425.916,2118518.297,37.79757899,-122.4114399,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0065&ExportPDF=1&Filename=15MFF-0065_schedule.pdf,,3/26/15 13:44,Mar 13 2015  1:41PM,1,3/15/16 0:00,"(37.7975790018241, -122.411439886079)"
629919,D & T Catering,Truck,3183000,BROADWAY: DIVISADERO ST to BRODERICK ST (2700 - 2799),2710 BROADWAY,959007,959,7,15MFF-0051,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,6000567.889,2117281.171,37.79368135,-122.4420021,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0051&ExportPDF=1&Filename=15MFF-0051_schedule.pdf,,3/23/15 13:00,Mar 11 2015  2:08PM,1,3/15/16 0:00,"(37.7936813595417, -122.442002100558)"
629921,D & T Catering,Truck,3184000,BROADWAY: BRODERICK ST to BAKER ST (2800 - 2899),2840 BROADWAY,958004,958,4,15MFF-0051,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,6000020.336,2117205.164,37.79344143,-122.4438912,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0051&ExportPDF=1&Filename=15MFF-0051_schedule.pdf,,3/23/15 13:00,Mar 11 2015  2:08PM,1,3/15/16 0:00,"(37.7934414473276, -122.443891213774)"
629914,D & T Catering,Truck,3185000,BROADWAY: BAKER ST to LYON ST (2900 - 2999),2960 BROADWAY,957006,957,6,15MFF-0051,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,5999441.147,2117124.218,37.79318612,-122.4458894,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0051&ExportPDF=1&Filename=15MFF-0051_schedule.pdf,,3/23/15 13:00,Mar 11 2015  2:08PM,1,3/15/16 0:00,"(37.793186137104, -122.445889418665)"
629922,D & T Catering,Truck,3185000,BROADWAY: BAKER ST to LYON ST (2900 - 2999),2970 BROADWAY,957007,957,7,15MFF-0051,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,5999391.257,2117121.801,37.79317664,-122.4460619,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0051&ExportPDF=1&Filename=15MFF-0051_schedule.pdf,,3/23/15 13:00,Mar 11 2015  2:08PM,1,3/15/16 0:00,"(37.7931766523925, -122.446061864649)"
639715,May Catering,Truck,517000,BRYANT ST: 11TH ST \ 13TH ST \ DIVISION ST to DIVISION ST (1300 - 1319),1300 BRYANT ST,3903004,3903,4,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009188.668,2108146.472,37.76908713,-122.4115277,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7690871405584, -122.411527667122)"
629200,Linda's Catering,Truck,3285000,BRYANT ST: 04TH ST \ I-80 E OFF RAMP to 05TH ST \ I-80 E ON RAMP (600 - 699),617 BRYANT ST,3777055,3777,55,15MFF-0047,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,6013083.726,2111696.027,37.77905111,-122.3983039,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0047&ExportPDF=1&Filename=15MFF-0047_schedule.pdf,,5/1/15 15:45,Mar 10 2015  4:16PM,1,3/15/16 0:00,"(37.7790511253548, -122.398303881324)"
632678,Quan Catering,Truck,3285000,BRYANT ST: 04TH ST \ I-80 E OFF RAMP to 05TH ST \ I-80 E ON RAMP (600 - 699),645 BRYANT ST,3777051,3777,51,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6012924.199,2111413.539,37.77826658,-122.3988359,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:39PM,1,3/15/16 0:00,"(37.778266590477, -122.398835922435)"
626841,Two G's Catering,Truck,3294000,BRYANT ST: LANGTON ST to KATE ST (920 - 977),945 BRYANT ST,3780079,3780,79,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6011062.611,2109567.575,37.77309408,-122.4051459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,6/12/15 10:54,Mar  4 2015 10:22AM,1,3/15/16 0:00,"(37.7730940982598, -122.405145856475)"
626843,Two G's Catering,Truck,3295000,BRYANT ST: KATE ST to DECATUR ST (940 - 983),950 BRYANT ST,3758127,3758,127,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6010831.642,2109760.53,37.77361098,-122.4059584,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,6/12/15 10:54,Mar  4 2015 10:22AM,1,3/15/16 0:00,"(37.7736109933029, -122.405958407102)"
631709,Munch A Bunch,Truck,24215000,BRYANT ST: ALAMEDA ST intersection,1525 BRYANT ST,3922A001A,3922A,001A,15MFF-0062,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6009575.985,2107645.792,37.76773409,-122.4101526,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0062&ExportPDF=1&Filename=15MFF-0062_schedule.pdf,,6/12/15 12:20,Mar 13 2015 12:08PM,1,3/15/16 0:00,"(37.7677341064635, -122.410152601932)"
629904,John's Catering #5,Truck,3309000,BRYANT ST: 19TH ST to 20TH ST (2100 - 2199),2157 BRYANT ST,4080065,4080,65,15MFF-0050,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6009684.39,2104752.654,37.75979627,-122.4095734,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0050&ExportPDF=1&Filename=15MFF-0050_schedule.pdf,,3/12/15 13:35,Mar 11 2015  1:56PM,1,3/15/16 0:00,"(37.759796285523, -122.409573421614)"
632685,Quan Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1575 BURKE AVE,5203043,5203,43,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6016176.048,2098933.04,37.74417845,-122.3867159,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:39PM,1,3/15/16 0:00,"(37.7441784611912, -122.386715929749)"
632694,Park's Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1570 BURKE AVE,5203066,5203,66,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6016479.944,2099135.868,37.74475219,-122.3856792,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:51PM,1,3/15/16 0:00,"(37.7447522054313, -122.385679248712)"
632701,Park's Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1555 BURKE AVE,5203067,5203,67,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6016389.778,2098759.392,37.74371348,-122.3859648,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:51PM,1,3/15/16 0:00,"(37.743713489184, -122.385964790026)"
632713,Park's Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1575 BURKE AVE,5203043,5203,43,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6016176.048,2098933.04,37.74417845,-122.3867159,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:51PM,1,3/15/16 0:00,"(37.7441784611912, -122.386715929749)"
645786,Natan's Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1580 BURKE AVE,5203066,5203,66,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016479.944,2099135.868,37.74475219,-122.3856792,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,4/16/15 10:44,Apr 16 2015 10:37AM,1,3/15/16 0:00,"(37.7447522054313, -122.385679248712)"
636582,Roadside Rotisserie Corporation / Country Grill,Truck,3419000,BUSH ST: 01ST ST \ MARKET ST to BATTERY ST (1 - 99),1 BUSH ST,290011,290,11,15MFF-0110,APPROVED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,6012652.373,2116027.943,37.79092151,-122.4001004,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0110&ExportPDF=1&Filename=15MFF-0110_schedule.pdf,,3/27/15 15:43,Mar 27 2015  8:53AM,0,3/15/16 0:00,"(37.7909215210394, -122.400100423729)"
630168,Curry Up Now,Truck,3422000,BUSH ST: TREASURY PL to PETRARCH PL (220 - 251),225 BUSH ST,289001,289,1,15MFF-0057,APPROVED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,6012345.54,2116003.915,37.79083842,-122.4011604,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0057&ExportPDF=1&Filename=15MFF-0057_schedule.pdf,,4/28/15 8:11,Mar 12 2015 12:57PM,1,3/15/16 0:00,"(37.790838433222, -122.401160370289)"
632960,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,30049000,CALIFORNIA ST: DRUMM ST intersection,5 THE EMBARCADERO,0234 017,234,17,15MFF-0087,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6013916.72,2117244.027,37.794331,-122.3958111,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0087&ExportPDF=1&Filename=15MFF-0087_schedule.pdf,,3/18/15 11:56,Mar 17 2015  3:01PM,1,3/15/16 0:00,"(37.7943310170137, -122.395811053013)"
632671,Quan Catering,Truck,3524000,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),50 CALIFORNIA ST,235022,235,22,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6013470.754,2117151.885,37.79405318,-122.3973477,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:39PM,1,3/15/16 0:00,"(37.7940531975001, -122.397347693316)"
633158,Kara's Cupcakes,Truck,3525000,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),100 CALIFORNIA ST,236017,236,17,15MFF-0094,APPROVED,Cupcakes,6013263.641,2117118.161,37.79394905,-122.398062,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0094&ExportPDF=1&Filename=15MFF-0094_schedule.pdf,,3/18/15 10:14,Mar 18 2015 10:07AM,0,3/15/16 0:00,"(37.7939490660896, -122.398061963636)"
635281,"The Sandwich Stand, LLC.",Push Cart,24685000,CALIFORNIA ST: SANSOME ST intersection,351 CALIFORNIA ST,0261010A,261,010A,15MFF-0107,APPROVED,Vietnamese sandwiches: spring rolls: bottle water: can soda: chicken and shrimp rice noodles: rice with chicken: chicken salad: noodle soup.,6012479.849,2116741.356,37.79287075,-122.4007475,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0107&ExportPDF=1&Filename=15MFF-0107_schedule.pdf,,4/27/15 15:56,Mar 25 2015 12:24PM,0,3/15/16 0:00,"(37.7928707635098, -122.400747494067)"
627434,Philz Coffee Truck,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),401 CALIFORNIA ST,260001,260,1,15MFF-0038,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,6012304.287,2116717.605,37.79279574,-122.4013533,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0038&ExportPDF=1&Filename=15MFF-0038_schedule.pdf,,3/6/15 12:48,Mar  6 2015 10:05AM,0,3/15/16 0:00,"(37.7927957553471, -122.401353280921)"
631811,Munch India,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,239003,239,3,15MFF-0066,APPROVED,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.,6012277.508,2116903.356,37.79330428,-122.401459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0066&ExportPDF=1&Filename=15MFF-0066_schedule.pdf,,3/13/15 14:55,Mar 13 2015  2:47PM,0,3/15/16 0:00,"(37.7933042893289, -122.401458998404)"
632081,Scotch Bonnet,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,239029,239,29,15MFF-0073,APPROVED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,6012181.836,2116889.979,37.79326221,-122.4017891,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0073&ExportPDF=1&Filename=15MFF-0073_schedule.pdf,,6/19/15 16:12,Mar 16 2015 12:33PM,0,3/15/16 0:00,"(37.793262220691, -122.401789091353)"
632930,Think is Good Inc.,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,238003,238,3,15MFF-0084,APPROVED,Sushi Burrito: Chicken Burrito: Tempura Burrito,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0084&ExportPDF=1&Filename=15MFF-0084_schedule.pdf,,3/17/15 14:10,Mar 17 2015  1:57PM,0,3/15/16 0:00,
628029,Sanguchon,Truck,3529000,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),475 CALIFORNIA ST,260010,260,10,15MFF-0045,APPROVED,Peruvian food,6012002.812,2116560.078,37.79234639,-122.4023853,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0045&ExportPDF=1&Filename=15MFF-0045_schedule.pdf,,3/19/15 15:57,Mar 10 2015 12:47PM,0,3/15/16 0:00,"(37.7923463989168, -122.402385322784)"
631816,San Pancho's Tacos,Truck,3670000,CAPITOL AVE: DE MONTFORT AVE to OCEAN AVE (1200 - 1299),1271 CAPITOL AVE,6935001,6935,1,15MFF-0067,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,5995019.526,2092127.388,37.72429778,-122.4593773,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0067&ExportPDF=1&Filename=15MFF-0067_schedule.pdf,,3/13/15 15:08,Mar 13 2015  3:04PM,1,3/15/16 0:00,"(37.7242977923624, -122.459377309538)"
641299,Anas Goodies Catering,Truck,3736000,CARROLL AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 CARROLL AVE,4879023,4879,23,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015058.106,2091452.65,37.72357686,-122.3900591,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7235768703242, -122.39005910139)"
645796,Natan's Catering,Truck,2468000,CESAR CHAVEZ ST: 03RD ST to TENNESSEE ST (1000 - 1099),Assessors Block 4315/Lot03008,431503008,4315,3008,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,4/16/15 10:44,Apr 16 2015 10:37AM,1,3/15/16 0:00,
631745,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,2471000,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,4352007,4352,7,15MFF-0063,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Sodas: Chips: Candy,6014982.07,2100806.303,37.74925586,-122.3909754,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0063&ExportPDF=1&Filename=15MFF-0063_schedule.pdf,,3/13/15 13:44,Mar 13 2015  1:28PM,1,3/15/16 0:00,"(37.7492558733397, -122.390975379567)"
632680,Quan Catering,Truck,2471000,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,4352007,4352,7,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6014982.07,2100806.303,37.74925586,-122.3909754,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:39PM,1,3/15/16 0:00,"(37.7492558733397, -122.390975379567)"
632674,Quan Catering,Truck,2476000,CESAR CHAVEZ ST: CONNECTICUT ST to EVANS AVE (1900 - 2099),2190 CESAR CHAVEZ ST,4324002,4324,2,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6013011.36,2101203.484,37.75023688,-122.397818,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:39PM,1,3/15/16 0:00,"(37.7502368985887, -122.397818031709)"
